"","autoQC","numGenes","QC","shapiro_W_neg","shapiro_p_neg","shapiro_W_pos","shapiro_p_pos","#_neg","ratio_neg","#_0","ratio_0","#_pos","ratio_pos","95%","99%","1_SD_neg","2_SD_neg","3_SD_neg","4_SD_neg","1_SD_pos","2_SD_pos","3_SD_pos","4_SD_pos","controlGene_median_rank"
"28723893_WNicholasHaining_Nature_2017_B16F10_GVAX+aPD1_r4_Invivo_SKCM","pass",2463,1,0.68662990297647,6.38701157016903e-43,0.774887807055178,4.80955168180254e-38,1235,0.501421031262688,0,0,1228,0.498578968737312,0.865125,1.505938,0.347949654892408,0.460008120178644,0.486804709703614,0.492082825822168,0.311408850994722,0.440925700365408,0.478684531059683,0.490864799025579,0.00730816077953715
"28723893_WNicholasHaining_Nature_2017_B16F10_koTCRa_r1_Invivo_SKCM","pass",2466,1,0.770834976185017,3.42087975529299e-38,0.766095843017079,8.19776528907167e-39,1220,0.494728304947283,0,0,1246,0.505271695052717,0.9867725,1.80715,0.309407948094079,0.439578264395783,0.472019464720195,0.48580697485807,0.314679643146796,0.446066504460665,0.484590429845904,0.495539334955393,0.0032441200324412
"28723893_WNicholasHaining_Nature_2017_B16F10_koTCRa_r2_Invivo_SKCM","pass",2464,1,0.718161606773331,1.79015337209087e-41,0.75263837963626,2.84445283494734e-39,1244,0.50487012987013,0,0,1220,0.49512987012987,0.924848000000001,1.853231,0.344967532467532,0.459821428571429,0.488636363636364,0.495941558441558,0.332386363636364,0.445211038961039,0.472808441558442,0.484983766233766,0.00304383116883117
"28723893_WNicholasHaining_Nature_2017_B16F10_koTCRa_r3_Invivo_SKCM","pass",2466,1,0.796605045591164,2.06226309379581e-36,0.712583258276812,6.39685302530822e-42,1210,0.490673154906732,0,0,1256,0.509326845093268,0.7362475,1.372285,0.301297648012976,0.429034874290349,0.464720194647202,0.481751824817518,0.345498783454988,0.461476074614761,0.491889699918897,0.501622060016221,0.00912408759124088
"28723893_WNicholasHaining_Nature_2017_B16F10_koTCRa_r4_Invivo_SKCM","pass",2462,1,0.852640732097212,3.27332694519727e-32,0.823419481915058,6.15355502873791e-35,1216,0.493907392363932,0,0,1246,0.506092607636068,1.158745,1.900839,0.27051177904143,0.413484971567831,0.467506092607636,0.483346872461414,0.302599512591389,0.432981316003249,0.483346872461414,0.497156783103168,0.00385865150284322
"28783722_NicholasPRestifo_Nature_2017_Mel624_EffectT_s1_Coculture-T_SKCM","pass",21526,1,0.743716863847811,2.30100184189456e-66,0.774547065941766,7.13481630259445e-64,11161,0.518489268791229,0,0,10365,0.481510731208771,0.2531125,0.4513825,0.3170119855059,0.465483601226424,0.500836198086036,0.51063829787234,0.30804608380563,0.427994053702499,0.46223171978073,0.473241661246864,0.00408807953172907
"28783722_NicholasPRestifo_Nature_2017_Mel624_EffectT_s2_Coculture-T_SKCM","pass",21526,0,0.817148922723567,6.59537036931109e-60,0.815229943774818,4.21351955886746e-60,10766,0.500139366347673,0,0,10760,0.499860633652327,0.30381,0.525265,0.290160735854316,0.433057697667936,0.480163523181269,0.49224193997956,0.285561646381121,0.432778964972591,0.480024156833597,0.490848276502834,0.169306884697575
"28813417_MarkADawson_Nature_2017_BxPC-3_PD-L1.High.IFNg-_Sorting_PAAD","fail",20451,0,0,1,0.834942014139183,0.0240453698936879,20439,0.999413231626815,0,0,12,0.000586768373184685,-0.00246092589222826,-0.000494961667573079,0.284338174172412,0.575081903085424,0.867096963473669,0.999413231626815,0.000391178915456457,0.000440076279888514,0.000537871008752628,0.000586768373184685,0.226345899955992
"28813417_MarkADawson_Nature_2017_BxPC-3_PD-L1.High.IFNg_Sorting_PAAD","fail",20450,0,0,1,0.946549111765515,0.676424054160026,20442,0.99960880195599,0,0,8,0.00039119804400978,-0.00247214264119974,-0.000504133107373494,0.28440097799511,0.57520782396088,0.867139364303179,0.99960880195599,0.000146699266503667,0.000342298288508557,0.000342298288508557,0.00039119804400978,0.00019559902200489
"29301958_KaiWWucherpfennig_Science_2018_B16F10_OT-I.OVA_Coculture-T_SKCM","pass",19533,1,0.829059953460727,1.16667844045181e-58,0.832117922007808,2.5062242272692e-58,10272,0.525879281216403,0,0,9261,0.474120718783597,0.65615,0.9474128,0.336353862693903,0.448011058209184,0.49465007935289,0.516254543592894,0.221880919469616,0.38514309117903,0.450622024266626,0.468540418778477,0.000332770183791532
"29301958_KaiWWucherpfennig_Science_2018_B16F10_Pmel-1.IFNg-_Coculture-T_SKCM","pass",19378,1,0.559477414931612,1.95773763339776e-77,0.7494062610229,6.33642374190759e-66,9595,0.495149138197956,0,0,9783,0.504850861802044,0.17881,0.3349175,0.342605015997523,0.463515326659098,0.483899267210238,0.489162968314584,0.308803798121581,0.448498297037878,0.485860253896171,0.495407162761895,0.0166167819176386
"29301958_KaiWWucherpfennig_Science_2018_B16F10_Pmel-1.IFNg_Coculture-T_SKCM","pass",19326,1,0.881011267679359,3.51435350044792e-52,0.758405539809827,3.27570996165389e-65,10265,0.531149746455552,0,0,9061,0.468850253544448,0.890195,1.366425,0.298561523336438,0.435579012728966,0.496998861637173,0.522612025250957,0.23884921866915,0.401583359205216,0.453378867846425,0.463468901997309,0.000258718824381662
"29776993_JaneOliaro_SciImmunol_2018_B16F10_koPRF1.OT-I_Coculture-T_SKCM","pass",20599,1,0.860136556694653,5.05235741127461e-55,0.853833443125307,8.21968022232801e-56,10936,0.530899558230982,0,0,9663,0.469100441769018,1.49982,2.46022,0.325209961648624,0.442108840234963,0.498130977231904,0.524006019709695,0.23806980921404,0.394824991504442,0.447740181562212,0.460847613961843,0.0164813825913879
"29776993_JaneOliaro_SciImmunol_2018_B16F10_OT-I_Coculture-T_SKCM","fail",20588,1,0.939691931305944,4.41578443698568e-41,0.767292474668462,1.42632878965602e-32,19763,0.959928113464154,0,0,825,0.0400718865358461,-0.308587499999999,1.546556,0.0775208859529823,0.240577035166116,0.495385661550418,0.932727802603458,0.0267145910238974,0.0352146881678648,0.0382261511560132,0.0392461628132893,0.00160287546143385
"29776993_JaneOliaro_SciImmunol_2018_MC38_koPRF1.OT-I_Coculture-T_COAD","pass",20602,1,0.947008792631754,3.99827309507454e-39,0.928448614130412,9.59991345445377e-44,11442,0.555382972526939,0,0,9160,0.444617027473061,3.299195,4.92094100000003,0.212358023492865,0.374963595767401,0.505679060285409,0.554849043782157,0.180176681875546,0.339724298611785,0.414328705950879,0.435782933695758,0.00677118726337249
"29776993_JaneOliaro_SciImmunol_2018_MC38_NK.10_Coculture-NK_COAD","pass",20552,1,0.920163827207919,1.69833137078548e-45,0.89257244548494,2.00940187366247e-50,10889,0.529826780848579,0,0,9663,0.470173219151421,4.846075,6.49089900000001,0.244745036979369,0.38599649669132,0.500875827170105,0.529778123783573,0.252870766835344,0.377384196185286,0.435432074737252,0.465842740365901,0.0218470221876216
"29776993_JaneOliaro_SciImmunol_2018_MC38_NK.20_Coculture-NK_COAD","pass",20548,1,0.931611355377475,4.95341076406225e-43,0.87641974578895,7.70958414178953e-53,11004,0.535526571929142,0,0,9544,0.464473428070858,4.488155,6.37212,0.224304068522484,0.374294335215106,0.504039322561807,0.535477905392252,0.26396729608721,0.378576990461359,0.427340860424372,0.460385438972163,0.0508565310492505
"29776993_JaneOliaro_SciImmunol_2018_MC38_OT-I+aPD1_Coculture-T_COAD","pass",19632,1,0.957890836448661,9.05429852404556e-36,0.92827328685736,8.78042596512797e-44,11918,0.607070089649552,0,0,7714,0.392929910350448,3.08907,4.44801699999997,0.217145476772616,0.431081907090465,0.557762836185819,0.597137326813366,0.175478810105949,0.3039934800326,0.365729421352893,0.387275876120619,0.153830480847596
"29776993_JaneOliaro_SciImmunol_2018_MC38_TNF_SyntheticLethal_COAD","pass",20632,0,0.789017697509378,1.32940395334915e-62,0.832239941365574,2.58449087994691e-58,10286,0.498545948041877,0,0,10346,0.501454051958123,2.228525,3.77584799999998,0.30636874757658,0.438784412563009,0.475911205893757,0.488949205118263,0.310391624660721,0.430399379604498,0.474844901124467,0.491227219852656,0.28950174486235
"29776993_JaneOliaro_SciImmunol_2018_MDA-MB-231_CAR-T_Coculture-T_TNBC","pass",20101,1,0.923707385862516,9.1298315864138e-45,0.918884055858975,9.39105715103848e-46,10826,0.538580170140789,0,0,9275,0.461419829859211,2.453,3.5926,0.26177802099398,0.416795184319188,0.498084672404358,0.534252027262325,0.207104124172927,0.360728321974031,0.430525844485349,0.453609273170489,0.186906124073429
"30449619_AlexanderMarson_Cell_2018_hCD8T_Essentiality_Essentiality_CD8T","pass",19362,1,0.70092718451216,1.97474917404439e-69,0.845376387696882,7.94576421489804e-57,9330,0.481871707468237,0,0,10032,0.518128292531763,0.172148,0.2579438,0.323571945046999,0.436060324346658,0.464673070963743,0.47371139345109,0.25229831628964,0.421444065695693,0.490186964156595,0.510226216299969,0.000387356678029129
"30449619_AlexanderMarson_Cell_2018_hCD8T_pilot_Essentiality_CD8T","pass",1222,1,0.875390401071384,1.35076758335358e-21,0.893310915344192,2.89391915480965e-20,605,0.495090016366612,0,0,617,0.504909983633388,0.1808625,0.2447377,0.253682487725041,0.405073649754501,0.467266775777414,0.48772504091653,0.247954173486088,0.402618657937807,0.473813420621931,0.5,0.00409165302782324
"30559422_ERobertMcDonaldIII_NatMed_2019_HSC4.shADAR_Doxycycline_SyntheticLethal_HNSC","pass",18906,1,0.88520179506575,1.4647644962192e-51,0.845924959384171,9.21577403739948e-57,9634,0.509573680313128,0,0,9272,0.490426319686872,0.723415,1.090895,0.255950491907331,0.419179096583095,0.481011319157939,0.501269438273564,0.259441447159632,0.416164180683381,0.470168200571247,0.484766740717233,0.0012429916428647
"30890156_NamjinChung_BMCGenomics_2019_MC38_PDL1_Sorting_COAD","pass",19671,1,0.67929579574177,7.67961211482583e-71,0.645193147160573,6.59077857286001e-73,9887,0.502618067205531,0,0,9784,0.497381932794469,0.93098,2.12384,0.324335315947334,0.462203243353159,0.490163184383102,0.496416043922526,0.365868537440903,0.460881500686289,0.480555131920085,0.48782471658787,0.000508362564180774
"31126740_LingyinLi_MolCell_2019_U937_cGAMP_SyntheticLethal_MP","pass",19308,1,0.776411258560283,1.03060765486081e-63,0.723807433450131,7.6733464021896e-68,9382,0.485912575098405,0,0,9926,0.514087424901595,0.7568915,1.281393,0.302724259374353,0.430495131551688,0.464885021752641,0.476590014501761,0.315516884193081,0.454164077066501,0.496012015744769,0.507250880464056,0.000129480008286721
"31303383_DanielSPeeper_Cell_2019_IFNGR1mut.SKCM_MART-1_r1_Coculture-T_SKCM","pass",20474,1,0.723183061827915,6.92067703660733e-68,0.836160319076289,7.01221158539698e-58,9925,0.484761160496239,0,0,10549,0.515238839503761,0.3422535,0.5492288,0.310198300283286,0.429471524860799,0.465907980853766,0.476457946664062,0.276985444954577,0.43836084790466,0.491159519390446,0.506789098368663,0.00957311712415747
"31303383_DanielSPeeper_Cell_2019_IFNGR1mut.SKCM_MART-1_r2_Coculture-T_SKCM","pass",18688,1,0.690669303868756,4.13348026984492e-70,0.798208142573671,9.31404381662055e-62,9053,0.484428510273973,0,0,9635,0.515571489726027,0.319826,0.511665800000001,0.326091609589041,0.440389554794521,0.469499143835616,0.477097602739726,0.288901969178082,0.44162029109589,0.492294520547945,0.507866010273973,0.00690282534246575
"31365872_BenjaminEGewurz_CellRep_2019_DaudiB_CD40_r12_Sorting_B-cell","pass",18625,1,0.751931669098419,9.99626098002708e-66,0.843792239715917,5.19087284101392e-57,9056,0.486228187919463,0,0,9569,0.513771812080537,0.917512000000001,1.449904,0.30910067114094,0.433986577181208,0.467006711409396,0.477422818791946,0.279194630872483,0.431677852348993,0.488429530201342,0.505503355704698,0.000322147651006711
"31365872_BenjaminEGewurz_CellRep_2019_DaudiB_CD40_r34_Sorting_B-cell","pass",18626,1,0.752272835875675,1.06344755994309e-65,0.816802836713287,6.0816007181779e-60,9247,0.496456566090411,0,0,9379,0.503543433909589,0.861995,1.495175,0.309728336733598,0.441318586921508,0.477987759046494,0.488134865242135,0.293353376999893,0.435627617309138,0.480564801889831,0.493772146461935,0.000295286159132396
"31452512_JeffreySettleman_Elife_2019_K562_MHCI_r1_Sorting_LCML","pass",20439,1,0.594279526258517,1.07150236322097e-75,0.65319408133472,1.94083908157401e-72,10321,0.504965996379471,0,0,10118,0.495034003620529,1.18997,2.73853399999999,0.410440823915064,0.471353784431724,0.484319193698322,0.492881256421547,0.360438377611429,0.458045892656196,0.477518469592446,0.485444493370517,0.0115954792308821
"31452512_JeffreySettleman_Elife_2019_K562_MHCI_r2_Sorting_LCML","pass",20418,1,0.597147323384118,1.50963897807829e-75,0.648251903132177,9.93521445129235e-73,10261,0.502546772455676,0,0,10157,0.497453227544324,1.39302,3.56841099999998,0.414536193554707,0.468606131844451,0.481486923302968,0.49054755607797,0.382358703105103,0.4610147908708,0.478744245273778,0.48628660985405,0.00989323146243511
"31452512_JeffreySettleman_Elife_2019_K562_NK-92_r1_Coculture-NK_LCML","pass",20447,1,0.74421813921931,2.51387151003407e-66,0.742439709725424,1.83781551607609e-66,10077,0.492835134738592,0,0,10370,0.507164865261408,0.648634,1.263326,0.301804665721133,0.4349782364161,0.473516897344354,0.484667677409889,0.324057318922091,0.455030077762019,0.487553186286497,0.49743238616912,0.0131804176651832
"31452512_JeffreySettleman_Elife_2019_K562_NK-92_r2_Coculture-NK_LCML","pass",20448,1,0.758855222409841,3.56076474977923e-65,0.738708548332697,9.58201020410402e-67,10172,0.49745696400626,0,0,10276,0.50254303599374,0.6790455,1.287771,0.318955399061033,0.441216744913928,0.478579812206573,0.489632237871674,0.317243740219092,0.450019561815336,0.481611893583725,0.494131455399061,0.00589299687010955
"31509742_JaneOliaro_CellRep_2019_B16F10_MHCI.Low_Sorting_SKCM","pass",19611,1,0,1,0.954643083175093,7.75545543313057e-37,9108,0.464433226250574,0,0,10503,0.535566773749426,0.0450290513981599,0.0489413567259908,0.206873693335373,0.368109734332772,0.437458569170364,0.456631482331345,0.151598592626587,0.308908265769211,0.463566365815104,0.535566773749426,0.000458926112895824
"31509742_JaneOliaro_CellRep_2019_B16F10_NK_Coculture-NK_SKCM","pass",19348,1,0.866867634850999,3.79372944299897e-54,0.847101014295954,1.2683397403191e-56,12395,0.640634690924127,0,0,6953,0.359365309075873,2.039315,3.583853,0.367479842877817,0.529046929915237,0.595462063262353,0.629625801116394,0.214647508786438,0.304630969609262,0.33843291296258,0.352284473847426,0.00377299979326029
"31564637_MarkADawson_CancerCell_2019_K562_HLA-B.High_Sorting_LCML","fail",20435,0,0,1,0.913196367554264,0.338891423456974,20426,0.999559579153413,0,0,9,0.000440420846586738,-0.00246376998256892,-0.000500964012462648,0.284462931245412,0.575238561291901,0.867237582578909,0.999559579153413,0.000146806948862246,0.000342549547345241,0.00039148519696599,0.000440420846586738,0.329606068020553
"31564637_MarkADawson_CancerCell_2019_K562_panMHCI.High_Sorting_LCML","fail",20433,0,0,1,0.958007017716465,0.755045668442875,20421,0.999412714726178,0,0,12,0.000587285273821759,-0.00245980120031163,-0.000494703465141354,0.284490774727157,0.575099104389957,0.867077766358342,0.999412714726178,0.000244702197425733,0.000391523515881173,0.000538344834336612,0.000587285273821759,0.000538344834336612
"31744829_KwokKinWong_CancerDiscov_2019_KP-koRag1_aPD1_Invivo_LUAD","pass",727,1,0.929690638070209,1.90686748858639e-11,0.881301354406601,7.78498414119129e-17,334,0.459422283356259,0,0,393,0.540577716643741,0.682996,0.9529706,0.213204951856946,0.348005502063274,0.426409903713893,0.452544704264099,0.275103163686382,0.43878954607978,0.504814305364512,0.535075653370014,0.327372764786795
"31744829_KwokKinWong_CancerDiscov_2019_KP-WT_aPD1_Invivo_LUAD","pass",727,1,0.933310513350703,2.37546262357947e-11,0.887815240938818,4.72727907731467e-16,347,0.477303988995873,0,0,380,0.522696011004127,0.875987,1.324374,0.218707015130674,0.356258596973865,0.441540577716644,0.470426409903714,0.279229711141678,0.425034387895461,0.491059147180193,0.514442916093535,0.031636863823934
"31801065_MeghanHoldorf_CellRep_2019_HepG2_HBsAb_Sorting_LIHC","pass",19000,1,0.963748856320558,1.14476868004824e-33,0.834713086291088,4.839846771929e-58,9467,0.498263157894737,0,0,9533,0.501736842105263,0.429593000000001,0.6673821,0.0802105263157895,0.242526315789474,0.439421052631579,0.486263157894737,0.177315789473684,0.393157894736842,0.471368421052632,0.491526315789474,0.000342105263157895
"31801065_MeghanHoldorf_CellRep_2019_HepG2.RG7834.Hi_HBsAb_Sorting_LIHC","pass",19000,1,0.879397781125468,2.05102184137071e-52,0.944087113554926,6.25057488325938e-40,7256,0.381894736842105,0,0,11744,0.618105263157895,0.600363000000001,0.8260615,0.171263157894737,0.307894736842105,0.361210526315789,0.375105263157895,0.185578947368421,0.424894736842105,0.578526315789474,0.609210526315789,0.000421052631578947
"31801065_MeghanHoldorf_CellRep_2019_HepG2.RG7834.Lo_HBsAb_Sorting_LIHC","pass",19000,1,0.930943105541965,3.48447980252554e-43,0.93573025441093,4.61488057968555e-42,9688,0.509894736842105,0,0,9312,0.490105263157895,0.546692500000001,0.752161,0.100631578947368,0.311157894736842,0.459684210526316,0.495421052631579,0.0693684210526316,0.262526315789474,0.434315789473684,0.475736842105263,0.000947368421052632
"31827283_HongboChi_Nature_2019_OT-I_B16F10_Invivo_CD8T","pass",3018,1,0.718980083248877,2.5216131731318e-41,0.693347630403958,5.09688741069755e-49,1236,0.409542743538767,0,0,1782,0.590457256461233,0.807877500000001,1.129486,0.309476474486415,0.357852882703777,0.388336646785951,0.404572564612326,0.306163021868787,0.502650762094102,0.57455268389662,0.587143803843605,0.0632869449966866
"31827283_HongboChi_Nature_2019_OT-I.koRegnase-1_B16F10_Invivo_CD8T","pass",20345,1,0.711783285121409,1.08712217920947e-68,0.890867913893219,1.08256456802369e-50,10286,0.505578766281642,0,0,10059,0.494421233718358,1.88628,2.90731200000001,0.370852789383141,0.459572376505284,0.479380683214549,0.491226345539445,0.251658884246744,0.40260506266896,0.464438436962399,0.484984025559105,0.0117227820103219
"31830245_SatuMustjoki_Blood_2019_NALM6_CART.Birinapant_Coculture-T_BCL","pass",21706,1,0.8859554744114,1.90214545254914e-51,0.898923699272551,2.16750613558199e-49,11117,0.512162535704414,0,0,10589,0.487837464295586,1.230975,1.811545,0.267253294020087,0.419008569059246,0.48147977517737,0.503363125403114,0.229567861420805,0.38910900211923,0.459826776006634,0.480235879480328,0.0999262876623975
"31830245_SatuMustjoki_Blood_2019_NALM6_CART_Coculture-T_BCL","pass",21708,1,0.848862613769013,2.05435270417418e-56,0.875720714167975,6.14493771589689e-53,10981,0.505850377740925,0,0,10727,0.494149622259075,0.605880500000001,0.9214323,0.274276764326516,0.427169707020453,0.481850009213193,0.497374239911553,0.246314722682882,0.403814262023217,0.466510042380689,0.485857748295559,0.150290215588723
"31882897_ChristopherDaly_SciRep_2019_Jeko-1_CD3.bispecificAb_Coculture-T_MCL","pass",18949,1,0.909869468666178,1.77280401909559e-47,0.821393110055901,1.8021423665006e-59,9517,0.50224286242018,0,0,9432,0.49775713757982,0.289388000000001,0.4809368,0.235579713969075,0.399018417858462,0.470262282970078,0.492796453638714,0.294316322761096,0.428254789170933,0.473956409309198,0.48941896670009,0.0100796875824582
"31882897_ChristopherDaly_SciRep_2019_Jeko-1_Essentiality_Essentiality_MCL","pass",18948,1,0.883342657725684,7.73507419245163e-52,0.903734476110244,1.42733806841184e-48,9506,0.501688832594469,0,0,9442,0.498311167405531,0.311558,0.4276365,0.26541059742453,0.413658433607769,0.47176483006122,0.492347477306312,0.216962212370699,0.378826261346844,0.464481739497572,0.492030821194849,0.000686088241503061
"31919360_NirHacohen_NatCommun_2020_A549_IAV.HA_Sorting_NSCLC","pass",19452,1,0.900119243518012,3.43828093557055e-49,0.891200304424514,1.22056585792337e-50,9563,0.491620398930701,0,0,9889,0.508379601069299,1.343,2.028292,0.233909109603126,0.392041949413942,0.463037219823154,0.483497840838988,0.2550894509562,0.413170882171499,0.479436561793132,0.499485914044828,0.000385564466378779
"32156810_MichaelSDiamond_mBio_2020_BV2_Bst2.High_L1_Sorting_Microglial","pass",19718,1,0,1,0.96340531558237,8.47884532205895e-34,10058,0.510092301450451,0,0,9660,0.489907698549549,3.733195,4.86130499999999,0.14392940460493,0.293843188964398,0.441576224769246,0.510092301450451,0.142154376711634,0.320113601785171,0.444466984481185,0.482554011563039,0.000456435743990263
"32156810_MichaelSDiamond_mBio_2020_BV2_Bst2.High_L5_Sorting_Microglial","pass",19743,1,0,1,0.915511779455742,2.04281676852938e-46,9915,0.502203312566479,0,0,9828,0.497796687433521,2.32007,3.361886,0.141670465481436,0.289115129412956,0.434888314845768,0.502203312566479,0.205895760522717,0.382312718431849,0.466393152003242,0.489287342349187,0.00172212936230563
"32499641_DeyuFang_Nature_2020_Treg_Foxp3_Sorting_T-cell","pass",493,1,0.552596368148249,3.5681049879138e-25,0.836833689779934,4.91050554451521e-15,257,0.521298174442191,0,0,236,0.478701825557809,0.16194,0.2619648,0.405679513184584,0.490872210953347,0.50709939148073,0.517241379310345,0.275862068965517,0.39553752535497,0.45841784989858,0.472616632860041,0.0101419878296146
"32968282_JasonMoffat_Nature_2020_4T1-HA_CL4_A_Coculture-T_BRCA","pass",19465,1,0.62819729468679,7.10966032674055e-74,0.853097458932053,6.6777202578064e-56,9748,0.500796301053172,0,0,9717,0.499203698946828,0.19666,0.3082864,0.386077575134857,0.460262008733624,0.481890572823016,0.490675571538659,0.262882096069869,0.421525815566401,0.478705368610326,0.491446185461084,0.000976110968404829
"32968282_JasonMoffat_Nature_2020_4T1-HA_CL4_B_Coculture-T_BRCA","pass",19464,1,0.6855129921419,1.91481753600815e-70,0.831623681315738,2.2131358919607e-58,9742,0.500513769009453,0,0,9722,0.499486230990547,0.211068,0.3302133,0.381576243321003,0.454788327168105,0.47852445540485,0.489519112207152,0.262690094533498,0.423808055898068,0.477805178791615,0.492087957254418,0.000770653514180025
